idx,ticker,date,sentimento,sentimento_num,t0,ar_t0,ar_t1,car
2791,ITUB4,2024-06-10,NEGATIVO,-1,2024-06-10,-0.008610011244087869,0.003291980594123594,-0.005318030649964275
2792,ITUB4,2024-06-12,POSITIVO,1,2024-06-12,0.01144534094805229,-0.008108043980710692,0.0033372969673415975
2793,ITUB4,2024-06-07,POSITIVO,1,2024-06-07,0.002432455647745791,-0.008611458970815764,-0.0061790033230699724
2794,ITUB4,2024-06-25,POSITIVO,1,2024-06-25,0.00501756446820963,-0.005104318115881786,-8.675364767215567e-05
2795,ITUB4,2024-06-10,POSITIVO,1,2024-06-10,-0.008610011244087869,0.003291980594123594,-0.005318030649964275
2796,ITUB4,2024-06-12,POSITIVO,1,2024-06-12,0.01144534094805229,-0.008108043980710692,0.0033372969673415975
2797,ITUB4,2024-06-06,POSITIVO,1,2024-06-06,-0.00012914786363856477,0.0028972613191574036,0.002768113455518839
2798,ITUB4,2024-06-28,NEUTRO,0,2024-06-28,0.001544760330171628,-0.01250962593027463,-0.010964865600103003
2799,ITUB4,2024-06-20,POSITIVO,1,2024-06-20,-0.009126130083094664,-0.0012422946884485288,-0.010368424771543193
2800,ITUB4,2024-06-03,NEUTRO,0,2024-06-03,0.013877028836546299,0.004655527221960671,0.01853255605850697
2801,ITUB4,2024-06-01,NEGATIVO,-1,2024-06-03,0.013877028836546299,0.004655527221960671,0.01853255605850697
2802,ITUB4,2024-06-10,POSITIVO,1,2024-06-10,-0.008610011244087869,0.003291980594123594,-0.005318030649964275
2803,ITUB4,2024-06-13,NEGATIVO,-1,2024-06-13,-0.007999501502498289,-0.0021817318186705516,-0.01018123332116884
2804,ITUB4,2024-06-28,NEUTRO,0,2024-06-28,0.001544760330171628,-0.01250962593027463,-0.010964865600103003
450,PETR4,2023-05-19,NEGATIVO,-1,2023-05-19,-0.010197182904075397,-0.001605788189359126,-0.011802971093434523
451,PETR4,2023-05-16,POSITIVO,1,2023-05-16,0.033956840692345606,-0.03985712319596052,-0.005900282503614913
452,PETR4,2023-05-22,NEUTRO,0,2023-05-22,-0.001464797000288006,0.026240736340122958,0.024775939339834952
453,PETR4,2023-05-17,NEUTRO,0,2023-05-17,-0.039423117122691385,-0.0020472589759070563,-0.04147037609859844
454,PETR4,2023-05-19,NEGATIVO,-1,2023-05-19,-0.010197182904075397,-0.001605788189359126,-0.011802971093434523
455,PETR4,2023-05-10,NEGATIVO,-1,2023-05-10,-0.0074043611952766914,0.026157053899273034,0.018752692703996342
456,PETR4,2023-05-16,POSITIVO,1,2023-05-16,0.033956840692345606,-0.03985712319596052,-0.005900282503614913
457,PETR4,2023-05-16,NEGATIVO,-1,2023-05-16,0.033956840692345606,-0.03985712319596052,-0.005900282503614913
458,PETR4,2023-05-18,NEGATIVO,-1,2023-05-18,-0.0025707749350852224,-0.009801874407681826,-0.012372649342767049
459,PETR4,2023-05-23,NEGATIVO,-1,2023-05-23,0.026281258766450658,0.02639949012936464,0.052680748895815296
460,PETR4,2023-05-17,NEUTRO,0,2023-05-17,-0.039423117122691385,-0.0020472589759070563,-0.04147037609859844
461,PETR4,2023-05-27,NEUTRO,0,2023-05-29,0.0010405938772816512,0.002174135389116573,0.003214729266398224
462,PETR4,2023-05-16,POSITIVO,1,2023-05-16,0.033956840692345606,-0.03985712319596052,-0.005900282503614913
463,PETR4,2023-05-31,NEGATIVO,-1,2023-05-31,-0.004349810497173385,0.007378982324383082,0.003029171827209697
464,PETR4,2023-05-16,POSITIVO,1,2023-05-16,0.033956840692345606,-0.03985712319596052,-0.005900282503614913
8640,BBAS3,2023-10-28,NEUTRO,0,2023-10-30,-0.0017366780927356102,-0.0076225344911342195,-0.00935921258386983
8641,BBAS3,2023-10-06,POSITIVO,1,2023-10-06,0.0336248778857665,-0.013050213416446937,0.020574664469319562
8642,BBAS3,2023-10-04,NEUTRO,0,2023-10-04,0.00528312709817336,0.0043653421582587094,0.00964846925643207
8643,BBAS3,2023-10-21,POSITIVO,1,2023-10-23,0.0008291633821311886,-0.01257566128537702,-0.011746497903245832
8644,BBAS3,2023-10-06,NEUTRO,0,2023-10-06,0.0336248778857665,-0.013050213416446937,0.020574664469319562
8645,BBAS3,2023-10-26,NEUTRO,0,2023-10-26,0.005634792407758047,-0.014946648267386311,-0.009311855859628263
8646,BBAS3,2023-10-06,NEUTRO,0,2023-10-06,0.0336248778857665,-0.013050213416446937,0.020574664469319562
8647,BBAS3,2023-10-23,NEUTRO,0,2023-10-23,0.0008291633821311886,-0.01257566128537702,-0.011746497903245832
8648,BBAS3,2023-10-03,NEUTRO,0,2023-10-03,-0.002223744937847343,0.0045720364849304,0.0023482915470830574
8649,BBAS3,2023-10-04,POSITIVO,1,2023-10-04,0.00528312709817336,0.0043653421582587094,0.00964846925643207
8650,BBAS3,2023-10-07,NEGATIVO,-1,2023-10-09,-0.01300677255418883,-0.013513129157394225,-0.026519901711583055
8651,BBAS3,2023-10-04,NEUTRO,0,2023-10-04,0.00528312709817336,0.0043653421582587094,0.00964846925643207
8652,BBAS3,2023-10-30,NEGATIVO,-1,2023-10-30,-0.0017366780927356102,-0.0076225344911342195,-0.00935921258386983
8653,BBAS3,2023-10-11,NEGATIVO,-1,2023-10-11,0.0065310026502014284,0.005863875216006538,0.012394877866207967
8654,BBAS3,2023-10-21,NEGATIVO,-1,2023-10-23,0.0008291633821311886,-0.01257566128537702,-0.011746497903245832
7470,BBDC4,2024-12-12,NEUTRO,0,2024-12-12,-0.010895656691121025,-0.004284828938907036,-0.015180485630028061
7471,BBDC4,2024-12-16,NEUTRO,0,2024-12-16,-0.010389094730768201,-0.0029014271792593017,-0.013290521910027503
7472,BBDC4,2024-12-13,NEGATIVO,-1,2024-12-13,-0.0041358590573507825,-0.010345032897997538,-0.01448089195534832
7473,BBDC4,2024-12-27,NEUTRO,0,2024-12-27,-0.002008049049544611,-0.00031248642892121674,-0.002320535478465828
7474,BBDC4,2024-12-12,NEUTRO,0,2024-12-12,-0.010895656691121025,-0.004284828938907036,-0.015180485630028061
7475,BBDC4,2024-12-06,POSITIVO,1,2024-12-06,-0.011591784080793689,-0.017101144678397233,-0.02869292875919092
7476,BBDC4,2024-12-06,NEGATIVO,-1,2024-12-06,-0.011591784080793689,-0.017101144678397233,-0.02869292875919092
7477,BBDC4,2024-12-12,NEUTRO,0,2024-12-12,-0.010895656691121025,-0.004284828938907036,-0.015180485630028061
7478,BBDC4,2024-12-05,NEUTRO,0,2024-12-05,-2.560098224877773e-05,-0.011724835213363859,-0.011750436195612637
7479,BBDC4,2024-12-11,NEGATIVO,-1,2024-12-11,0.006372890680174588,-0.011669803109577447,-0.00529691242940286
7480,BBDC4,2024-12-02,POSITIVO,1,2024-12-02,-0.020058297799855802,-0.011251982998240463,-0.031310280798096266
7481,BBDC4,2024-12-11,NEGATIVO,-1,2024-12-11,0.006372890680174588,-0.011669803109577447,-0.00529691242940286
7482,BBDC4,2024-12-31,NEUTRO,0,2025-01-02,0.012188649480872601,-0.003396811882594164,0.008791837598278437
7483,BBDC4,2024-12-05,NEUTRO,0,2024-12-05,-2.560098224877773e-05,-0.011724835213363859,-0.011750436195612637
7484,BBDC4,2024-12-09,NEUTRO,0,2024-12-09,-0.017129044548924943,0.010771486015647428,-0.006357558533277515
465,PETR4,2023-05-17,POSITIVO,1,2023-05-17,-0.039423117122691385,-0.0020472589759070563,-0.04147037609859844
466,PETR4,2023-05-26,NEGATIVO,-1,2023-05-26,0.0036742727242717738,0.0014103481057528497,0.0050846208300246235
467,PETR4,2023-05-18,NEGATIVO,-1,2023-05-18,-0.0025707749350852224,-0.009801874407681826,-0.012372649342767049
468,PETR4,2023-05-28,NEUTRO,0,2023-05-29,0.0010405938772816512,0.002174135389116573,0.003214729266398224
469,PETR4,2023-05-18,NEGATIVO,-1,2023-05-18,-0.0025707749350852224,-0.009801874407681826,-0.012372649342767049
470,PETR4,2023-05-23,NEGATIVO,-1,2023-05-23,0.026281258766450658,0.02639949012936464,0.052680748895815296
471,PETR4,2023-05-31,POSITIVO,1,2023-05-31,-0.004349810497173385,0.007378982324383082,0.003029171827209697
472,PETR4,2023-05-08,NEGATIVO,-1,2023-05-08,0.009511437747395605,-0.01049202324685636,-0.0009805854994607548
473,PETR4,2023-05-04,POSITIVO,1,2023-05-04,0.010265530475795872,0.005647798618759678,0.015913329094555548
474,PETR4,2023-05-05,POSITIVO,1,2023-05-05,0.005519032365560707,0.00975226150002462,0.015271293865585327
475,PETR4,2023-05-17,NEUTRO,0,2023-05-17,-0.039423117122691385,-0.0020472589759070563,-0.04147037609859844
476,PETR4,2023-05-27,NEGATIVO,-1,2023-05-29,0.0010405938772816512,0.002174135389116573,0.003214729266398224
477,PETR4,2023-05-08,NEGATIVO,-1,2023-05-08,0.009511437747395605,-0.01049202324685636,-0.0009805854994607548
478,PETR4,2023-05-29,POSITIVO,1,2023-05-29,0.0010405938772816512,0.002174135389116573,0.003214729266398224
479,PETR4,2023-05-22,NEGATIVO,-1,2023-05-22,-0.001464797000288006,0.026240736340122958,0.024775939339834952
7485,BBDC4,2024-12-30,NEUTRO,0,2024-12-30,-0.00029248881880402917,0.01218722548370283,0.011894736664898802
7486,BBDC4,2024-12-11,NEGATIVO,-1,2024-12-11,0.006372890680174588,-0.011669803109577447,-0.00529691242940286
7487,BBDC4,2024-12-20,NEGATIVO,-1,2024-12-20,0.013805145855367728,-0.008118443876719197,0.005686701978648531
7488,BBDC4,2024-12-23,NEUTRO,0,2024-12-23,-0.007960919378740447,0.003976046978333759,-0.003984872400406688
7489,BBDC4,2024-12-02,NEUTRO,0,2024-12-02,-0.020058297799855802,-0.011251982998240463,-0.031310280798096266
7490,BBDC4,2024-12-20,NEUTRO,0,2024-12-20,0.013805145855367728,-0.008118443876719197,0.005686701978648531
7491,BBDC4,2024-12-20,NEUTRO,0,2024-12-20,0.013805145855367728,-0.008118443876719197,0.005686701978648531
7492,BBDC4,2024-12-12,NEGATIVO,-1,2024-12-12,-0.010895656691121025,-0.004284828938907036,-0.015180485630028061
7493,BBDC4,2024-12-06,NEGATIVO,-1,2024-12-06,-0.011591784080793689,-0.017101144678397233,-0.02869292875919092
7494,BBDC4,2024-12-27,POSITIVO,1,2024-12-27,-0.002008049049544611,-0.00031248642892121674,-0.002320535478465828
7495,BBDC4,2024-12-03,NEUTRO,0,2024-12-03,-0.011237472876070574,0.009940519587511175,-0.0012969532885593986
7496,BBDC4,2024-12-09,NEUTRO,0,2024-12-09,-0.017129044548924943,0.010771486015647428,-0.006357558533277515
7497,BBDC4,2024-12-12,NEUTRO,0,2024-12-12,-0.010895656691121025,-0.004284828938907036,-0.015180485630028061
7498,BBDC4,2024-12-27,NEUTRO,0,2024-12-27,-0.002008049049544611,-0.00031248642892121674,-0.002320535478465828
7499,BBDC4,2024-12-16,NEUTRO,0,2024-12-16,-0.010389094730768201,-0.0029014271792593017,-0.013290521910027503
8655,BBAS3,2023-10-20,NEGATIVO,-1,2023-10-20,0.002767240360110193,0.000965582892654332,0.003732823252764525
8656,BBAS3,2023-10-26,NEUTRO,0,2023-10-26,0.005634792407758047,-0.014946648267386311,-0.009311855859628263
8657,BBAS3,2023-10-03,NEUTRO,0,2023-10-03,-0.002223744937847343,0.0045720364849304,0.0023482915470830574
8658,BBAS3,2023-11-12,NEGATIVO,-1,2023-11-13,-0.0028672453906391448,-0.01688250084622741,-0.019749746236866553
8659,BBAS3,2023-11-07,NEUTRO,0,2023-11-07,0.004981124043384982,0.01315143604430619,0.018132560087691173
8660,BBAS3,2023-11-06,NEUTRO,0,2023-11-06,0.004060194096149286,0.0051241275508573,0.009184321647006586
8661,BBAS3,2023-11-14,NEUTRO,0,2023-11-14,-0.017722473068577663,-0.009986939947804497,-0.02770941301638216
8662,BBAS3,2023-11-18,NEUTRO,0,2023-11-20,-0.002951846235086439,0.009676915594001387,0.006725069358914948
8663,BBAS3,2023-11-26,NEUTRO,0,2023-11-27,0.01645377995205968,0.007004757007933727,0.023458536959993406
8664,BBAS3,2023-11-09,POSITIVO,1,2023-11-09,-0.04207464851552252,0.0021589062893012535,-0.03991574222622127
8665,BBAS3,2023-11-08,POSITIVO,1,2023-11-08,0.013053533552743118,-0.042074965184891684,-0.029021431632148566
8666,BBAS3,2023-11-11,NEUTRO,0,2023-11-13,-0.0028672453906391448,-0.01688250084622741,-0.019749746236866553
8667,BBAS3,2023-11-20,POSITIVO,1,2023-11-20,-0.002951846235086439,0.009676915594001387,0.006725069358914948
8668,BBAS3,2023-11-18,NEUTRO,0,2023-11-20,-0.002951846235086439,0.009676915594001387,0.006725069358914948
8669,BBAS3,2023-11-08,NEGATIVO,-1,2023-11-08,0.013053533552743118,-0.042074965184891684,-0.029021431632148566
480,PETR4,2023-05-26,NEGATIVO,-1,2023-05-26,0.0036742727242717738,0.0014103481057528497,0.0050846208300246235
481,PETR4,2023-05-07,NEUTRO,0,2023-05-08,0.009511437747395605,-0.01049202324685636,-0.0009805854994607548
482,PETR4,2023-05-19,NEUTRO,0,2023-05-19,-0.010197182904075397,-0.001605788189359126,-0.011802971093434523
483,PETR4,2023-05-20,POSITIVO,1,2023-05-22,-0.001464797000288006,0.026240736340122958,0.024775939339834952
484,PETR4,2023-05-16,NEGATIVO,-1,2023-05-16,0.033956840692345606,-0.03985712319596052,-0.005900282503614913
485,PETR4,2023-05-26,NEUTRO,0,2023-05-26,0.0036742727242717738,0.0014103481057528497,0.0050846208300246235
486,PETR4,2023-05-24,NEUTRO,0,2023-05-24,0.026817347983941427,-0.02280472814196567,0.004012619841975755
487,PETR4,2023-05-12,POSITIVO,1,2023-05-12,0.029165087053890232,-0.029730549832267878,-0.0005654627783776463
488,PETR4,2023-05-19,NEGATIVO,-1,2023-05-19,-0.010197182904075397,-0.001605788189359126,-0.011802971093434523
489,PETR4,2023-05-12,POSITIVO,1,2023-05-12,0.029165087053890232,-0.029730549832267878,-0.0005654627783776463
490,PETR4,2023-05-15,NEUTRO,0,2023-05-15,-0.02963478383006079,0.034110387983556936,0.004475604153496147
491,PETR4,2023-05-11,NEGATIVO,-1,2023-05-11,0.02663372092416144,0.029168681126251185,0.055802402050412626
492,PETR4,2023-05-18,NEGATIVO,-1,2023-05-18,-0.0025707749350852224,-0.009801874407681826,-0.012372649342767049
493,PETR4,2023-05-17,NEUTRO,0,2023-05-17,-0.039423117122691385,-0.0020472589759070563,-0.04147037609859844
494,PETR4,2023-05-04,NEUTRO,0,2023-05-04,0.010265530475795872,0.005647798618759678,0.015913329094555548
2820,ITUB4,2024-07-22,NEUTRO,0,2024-07-22,-0.0034864882238686244,0.008482039824034662,0.0049955516001660375
2821,ITUB4,2024-07-09,POSITIVO,1,2024-07-09,0.001650945152323527,0.00902492856805352,0.010675873720377049
2822,ITUB4,2024-07-15,NEUTRO,0,2024-07-15,-9.49996604288619e-05,0.0073616112782880815,0.00726661161785922
2823,ITUB4,2024-07-23,POSITIVO,1,2024-07-23,0.00853421286790816,-0.0007888457272991136,0.0077453671406090465
2824,ITUB4,2024-07-05,NEUTRO,0,2024-07-05,-0.0009103136595053846,-0.0048287877921770585,-0.005739101451682443
2825,ITUB4,2024-07-05,NEUTRO,0,2024-07-05,-0.0009103136595053846,-0.0048287877921770585,-0.005739101451682443
2826,ITUB4,2024-07-24,NEUTRO,0,2024-07-24,-0.0007887539189996495,-0.0011159912452487846,-0.001904745164248434
2827,ITUB4,2024-08-19,NEUTRO,0,2024-08-19,-0.006360965845247214,0.005204292442066683,-0.001156673403180531
2828,ITUB4,2024-08-30,NEUTRO,0,2024-08-30,-0.006800555346005567,-0.0011410660393848977,-0.007941621385390465
2829,ITUB4,2024-08-06,POSITIVO,1,2024-08-06,0.01425691238693028,-0.007053827574384702,0.007203084812545578
2830,ITUB4,2024-08-12,NEUTRO,0,2024-08-12,-0.0019734129323696315,0.019574419646734627,0.017601006714364997
2831,ITUB4,2024-08-07,POSITIVO,1,2024-08-07,-0.007029330168712981,-0.012420187962711457,-0.01944951813142444
2832,ITUB4,2024-08-14,NEUTRO,0,2024-08-14,0.018405730331570447,0.010191826838800938,0.028597557170371386
2833,ITUB4,2024-08-07,NEGATIVO,-1,2024-08-07,-0.007029330168712981,-0.012420187962711457,-0.01944951813142444
2834,ITUB4,2024-08-07,POSITIVO,1,2024-08-07,-0.007029330168712981,-0.012420187962711457,-0.01944951813142444
5160,ABEV3,2024-11-04,NEGATIVO,-1,2024-11-04,-0.0005061921841828416,-9.175658331937232e-05,-0.000597948767502214
5161,ABEV3,2024-11-06,NEUTRO,0,2024-11-06,-0.013310035544751814,0.0062778548705780205,-0.007032180674173794
5162,ABEV3,2024-11-06,NEUTRO,0,2024-11-06,-0.013310035544751814,0.0062778548705780205,-0.007032180674173794
5163,ABEV3,2024-11-04,NEUTRO,0,2024-11-04,-0.0005061921841828416,-9.175658331937232e-05,-0.000597948767502214
5164,ABEV3,2024-11-04,NEUTRO,0,2024-11-04,-0.0005061921841828416,-9.175658331937232e-05,-0.000597948767502214
5165,ABEV3,2024-11-01,NEUTRO,0,2024-11-01,-0.0015505774579157826,-0.0002508187839221441,-0.0018013962418379267
5166,ABEV3,2024-11-05,NEUTRO,0,2024-11-05,-9.965644728379859e-05,-0.013058448396716087,-0.013158104843999886
5167,ABEV3,2024-11-29,NEUTRO,0,2024-11-29,0.021182869777149407,0.0416697079538113,0.0628525777309607
5168,ABEV3,2024-11-22,NEUTRO,0,2024-11-22,0.012042329782755774,-0.011403027572970606,0.000639302209785168
5169,ABEV3,2024-11-14,NEUTRO,0,2024-11-14,-0.008790935085044384,-0.018775012813821886,-0.02756594789886627
5170,ABEV3,2024-11-05,NEUTRO,0,2024-11-05,-9.965644728379859e-05,-0.013058448396716087,-0.013158104843999886
5171,ABEV3,2024-11-28,NEUTRO,0,2024-11-28,-0.000666140887754102,0.021354554540895233,0.02068841365314113
5172,ABEV3,2024-11-30,NEUTRO,0,2024-12-02,0.041529298637849404,0.04055910452280823,0.08208840316065763
5173,ABEV3,2024-11-07,NEUTRO,0,2024-11-07,0.006268216085838611,-0.010299714626488099,-0.004031498540649488
5174,ABEV3,2024-11-11,NEGATIVO,-1,2024-11-11,0.013884640464815596,0.0058464976260948365,0.019731138090910434
7500,BBDC4,2024-12-05,NEUTRO,0,2024-12-05,-2.560098224877773e-05,-0.011724835213363859,-0.011750436195612637
7501,BBDC4,2024-12-11,NEGATIVO,-1,2024-12-11,0.006372890680174588,-0.011669803109577447,-0.00529691242940286
7502,BBDC4,2024-12-29,NEUTRO,0,2024-12-30,-0.00029248881880402917,0.01218722548370283,0.011894736664898802
7503,BBDC4,2024-12-04,POSITIVO,1,2024-12-04,0.009930088318745037,1.8159296514032308e-05,0.00994824761525907
7504,BBDC4,2024-12-02,NEUTRO,0,2024-12-02,-0.020058297799855802,-0.011251982998240463,-0.031310280798096266
7505,WEGE3,2023-01-27,POSITIVO,1,2023-01-27,0.0005094191450690268,-0.013469307599164511,-0.012959888454095484
7506,WEGE3,2023-01-26,POSITIVO,1,2023-01-26,-0.015398528945941715,0.00090575236469774,-0.014492776581243975
7507,WEGE3,2023-02-16,NEGATIVO,-1,2023-02-16,-0.009342954711882574,0.022031777178874626,0.012688822466992052
7508,WEGE3,2023-02-15,POSITIVO,1,2023-02-15,-0.002339653903040098,-0.009365530062468253,-0.011705183965508351
7509,WEGE3,2023-02-27,POSITIVO,1,2023-02-27,-0.003927808486405693,0.01108348411906661,0.007155675632660917
7510,WEGE3,2023-02-15,NEUTRO,0,2023-02-15,-0.002339653903040098,-0.009365530062468253,-0.011705183965508351
7511,WEGE3,2023-02-16,POSITIVO,1,2023-02-16,-0.009342954711882574,0.022031777178874626,0.012688822466992052
7512,WEGE3,2023-03-15,POSITIVO,1,2023-03-15,-0.0054856839120208025,-0.0019023347291656214,-0.007388018641186424
7513,WEGE3,2023-03-24,NEUTRO,0,2023-03-24,0.006295232103649573,0.008051416570931866,0.01434664867458144
7514,WEGE3,2023-03-14,POSITIVO,1,2023-03-14,0.01070442599491086,-0.005375269919794735,0.005329156075116125
5145,ABEV3,2024-11-25,NEUTRO,0,2024-11-25,-0.011610000570649552,0.0005825176850230837,-0.01102748288562647
5146,ABEV3,2024-11-05,POSITIVO,1,2024-11-05,-9.965644728379859e-05,-0.013058448396716087,-0.013158104843999886
5147,ABEV3,2024-11-26,NEUTRO,0,2024-11-26,0.0009346014238941309,0.00399764088842651,0.004932242312320641
5148,ABEV3,2024-11-29,NEUTRO,0,2024-11-29,0.021182869777149407,0.0416697079538113,0.0628525777309607
5149,ABEV3,2024-11-15,NEUTRO,0,2024-11-18,-0.01856683453686991,-0.0024587019500097603,-0.02102553648687967
5150,ABEV3,2024-11-22,NEUTRO,0,2024-11-22,0.012042329782755774,-0.011403027572970606,0.000639302209785168
5151,ABEV3,2024-11-22,NEUTRO,0,2024-11-22,0.012042329782755774,-0.011403027572970606,0.000639302209785168
5152,ABEV3,2024-11-05,NEUTRO,0,2024-11-05,-9.965644728379859e-05,-0.013058448396716087,-0.013158104843999886
5153,ABEV3,2024-11-04,NEGATIVO,-1,2024-11-04,-0.0005061921841828416,-9.175658331937232e-05,-0.000597948767502214
5154,ABEV3,2024-11-14,NEUTRO,0,2024-11-14,-0.008790935085044384,-0.018775012813821886,-0.02756594789886627
5155,ABEV3,2024-11-05,NEUTRO,0,2024-11-05,-9.965644728379859e-05,-0.013058448396716087,-0.013158104843999886
5156,ABEV3,2024-11-16,NEUTRO,0,2024-11-18,-0.01856683453686991,-0.0024587019500097603,-0.02102553648687967
5157,ABEV3,2024-11-25,NEUTRO,0,2024-11-25,-0.011610000570649552,0.0005825176850230837,-0.01102748288562647
5158,ABEV3,2024-11-12,NEGATIVO,-1,2024-11-12,0.0055404090334212055,0.010989099018141844,0.01652950805156305
5159,ABEV3,2024-11-05,NEUTRO,0,2024-11-05,-9.965644728379859e-05,-0.013058448396716087,-0.013158104843999886
2805,ITUB4,2024-06-11,NEGATIVO,-1,2024-06-11,0.0036204249989671335,0.011352740883540725,0.014973165882507859
2806,ITUB4,2024-07-16,POSITIVO,1,2024-07-16,0.007098654522261096,0.007480429517329598,0.014579084039590694
2807,ITUB4,2024-07-30,NEUTRO,0,2024-07-30,0.002198302929768057,-0.027446883413184076,-0.02524858048341602
2808,ITUB4,2024-07-31,NEUTRO,0,2024-07-31,-0.025880487779775835,-0.013060138832735503,-0.03894062661251134
2809,ITUB4,2024-07-06,NEGATIVO,-1,2024-07-08,-0.004842892802927986,0.001644102860754117,-0.003198789942173869
2810,ITUB4,2024-07-08,POSITIVO,1,2024-07-08,-0.004842892802927986,0.001644102860754117,-0.003198789942173869
2811,ITUB4,2024-07-29,NEUTRO,0,2024-07-29,0.011208637265485134,0.0025308896882903654,0.0137395269537755
2812,ITUB4,2024-07-04,NEUTRO,0,2024-07-04,-0.003380969732369451,-0.0009518894563178572,-0.0043328591886873085
2813,ITUB4,2024-07-08,NEUTRO,0,2024-07-08,-0.004842892802927986,0.001644102860754117,-0.003198789942173869
2814,ITUB4,2024-07-16,NEGATIVO,-1,2024-07-16,0.007098654522261096,0.007480429517329598,0.014579084039590694
2815,ITUB4,2024-07-12,NEUTRO,0,2024-07-12,-0.011194730252826704,-0.0001254033538381832,-0.011320133606664888
2816,ITUB4,2024-07-02,NEGATIVO,-1,2024-07-02,0.011609959773914356,-0.001999574050679029,0.009610385723235327
2817,ITUB4,2024-07-19,NEUTRO,0,2024-07-19,0.007081468512983681,-0.003579852208319934,0.0035016163046637473
2818,ITUB4,2024-07-04,NEUTRO,0,2024-07-04,-0.003380969732369451,-0.0009518894563178572,-0.0043328591886873085
2819,ITUB4,2024-07-05,NEUTRO,0,2024-07-05,-0.0009103136595053846,-0.0048287877921770585,-0.005739101451682443
495,PETR4,2023-05-11,POSITIVO,1,2023-05-11,0.02663372092416144,0.029168681126251185,0.055802402050412626
496,PETR4,2023-05-16,NEGATIVO,-1,2023-05-16,0.033956840692345606,-0.03985712319596052,-0.005900282503614913
497,PETR4,2023-05-31,NEGATIVO,-1,2023-05-31,-0.004349810497173385,0.007378982324383082,0.003029171827209697
498,PETR4,2023-05-29,NEUTRO,0,2023-05-29,0.0010405938772816512,0.002174135389116573,0.003214729266398224
499,PETR4,2023-05-04,NEUTRO,0,2023-05-04,0.010265530475795872,0.005647798618759678,0.015913329094555548
500,PETR4,2023-06-26,NEUTRO,0,2023-06-26,0.027976951126001362,-0.0024481569408987235,0.02552879418510264
501,PETR4,2023-06-30,POSITIVO,1,2023-06-30,-0.04792594436030955,0.0021862820244768592,-0.045739662335832695
502,PETR4,2023-06-15,POSITIVO,1,2023-06-15,-0.027079610151319083,0.011058626233824776,-0.016020983917494305
503,PETR4,2023-06-26,NEGATIVO,-1,2023-06-26,0.027976951126001362,-0.0024481569408987235,0.02552879418510264
504,PETR4,2023-06-06,NEUTRO,0,2023-06-06,-0.0002997654601750166,0.018770464881407663,0.018470699421232646
505,PETR4,2023-06-26,NEUTRO,0,2023-06-26,0.027976951126001362,-0.0024481569408987235,0.02552879418510264
506,PETR4,2023-06-02,NEGATIVO,-1,2023-06-02,-0.01421306757281542,0.007804762516407808,-0.006408305056407612
507,PETR4,2023-06-21,POSITIVO,1,2023-06-21,0.0325026885091398,7.473567423194397e-05,0.03257742418337174
508,PETR4,2023-06-18,NEUTRO,0,2023-06-19,0.013634389982938144,0.005368041978540728,0.019002431961478872
509,PETR4,2023-06-19,NEUTRO,0,2023-06-19,0.013634389982938144,0.005368041978540728,0.019002431961478872
2835,ITUB4,2024-08-06,POSITIVO,1,2024-08-06,0.01425691238693028,-0.007053827574384702,0.007203084812545578
